uid,articles
u103943,"[322655, 322343, 322108, 323826, 322128, 474002]"
u103020,"[322398, 322886, 321955, 323053, 323029, 532261]"
u106844,"[323655, 323068, 323779, 322874, 322748, 1688]"
u108995,"[2019, 743, 1228, 2360, 2989, 321880]"
u108281,"[2313, 1318, 2010, 1611, 1357, 324221]"
u102677,"[5842, 7472, 6584, 5902, 6122, 513275]"
u105352,"[294478, 292905, 293008, 292815, 294542, 3328]"
u107994,"[322507, 323648, 323382, 323057, 322374, 491]"
u104265,"[323357, 323246, 321874, 323807, 322171, 472804]"
u107941,"[323521, 322561, 324149, 323656, 324519, 470803]"
u105264,"[294508, 294293, 295353, 290213, 294718, 1403]"
u104717,"[324071, 323272, 322825, 324638, 322535, 473684]"
u104785,"[321991, 323333, 322144, 322873, 322760, 474193]"
u106472,"[103, 323918, 321935, 322457, 323952, 2846]"
u101871,"[5163, 4900, 5605, 7669, 7843, 487982]"
u101110,"[6492, 7612, 5394, 7846, 5220, 488018]"
u107418,"[323414, 323393, 323188, 323448, 324647, 470997]"
u106876,"[324658, 322011, 323203, 323767, 322187, 3389]"
u103767,"[322361, 323925, 323599, 324482, 322827, 531884]"
u101654,"[5229, 5116, 5132, 5553, 5905, 511608]"
u105667,"[293275, 294671, 294211, 292985, 295384, 2739]"
u104252,"[324275, 322662, 323994, 323938, 323978, 530845]"
u106698,"[324348, 323841, 323982, 323390, 53, 2371]"
u105288,"[294971, 292831, 294098, 293682, 293921, 1364]"
u101839,"[6777, 5236, 5852, 7181, 5201, 513175]"
u106081,"[323605, 323537, 324143, 324144, 323138, 3326]"
u103495,"[321943, 321985, 323601, 324247, 324456, 517644]"
u103599,"[324103, 324073, 322066, 322948, 323081, 530640]"
u105513,"[294748, 293455, 292737, 292996, 293957, 2565]"
u103573,"[323545, 323279, 324144, 323301, 323589, 473076]"
u104618,"[324577, 322237, 322357, 323018, 322554, 473472]"
u101293,"[7499, 7136, 6040, 5011, 7536, 511324]"
u108813,"[2471, 2883, 769, 1164, 1402, 322026]"
u108621,"[918, 1621, 1430, 3568, 1231, 321858]"
u106438,"[321949, 324523, 323323, 323441, 323689, 864]"
u108505,"[1616, 2338, 2329, 2452, 1518, 322176]"
u106822,"[323624, 322044, 324485, 324040, 323037, 2898]"
u108963,"[2038, 1637, 776, 2049, 2320, 323207]"
u105529,"[293645, 293491, 294174, 290174, 294057, 1056]"
u104187,"[324180, 322804, 323639, 322121, 324423, 472709]"
u103587,"[324349, 322828, 324506, 323773, 322304, 533334]"
u104977,"[324098, 322637, 322263, 323564, 323256, 519863]"
u103141,"[322951, 323259, 323812, 323997, 323924, 131]"
u103080,"[324158, 323454, 322572, 323498, 322614, 532558]"
u106483,"[324529, 324092, 321912, 322403, 322298, 2679]"
u103519,"[322307, 322854, 322625, 322060, 322241, 473994]"
u106026,"[322585, 324223, 322508, 324660, 322176, 2414]"
u101935,"[5524, 7334, 7609, 5762, 6455, 486921]"
u102442,"[4905, 5665, 7514, 5868, 5538, 511325]"
u108105,"[845, 1861, 1914, 903, 2570, 323671]"
u108632,"[2145, 2086, 1137, 1688, 2733, 323207]"
u108132,"[3106, 3120, 1169, 2997, 2172, 324090]"
u105509,"[293434, 294262, 294877, 294455, 292702, 2439]"
u104942,"[324285, 33, 322391, 75, 323303, 511387]"
u108938,"[890, 3426, 2797, 855, 1158, 324498]"
u103468,"[324696, 321855, 324089, 322305, 323943, 530756]"
u104461,"[323904, 324179, 324347, 323602, 324422, 473621]"
u103724,"[324349, 322301, 323580, 324028, 323430, 531869]"
u107066,"[323627, 322052, 324258, 323512, 324703, 474482]"
u103377,"[322302, 324452, 324476, 323160, 324646, 474245]"
u108942,"[2832, 3405, 2269, 2516, 2771, 323345]"
u108874,"[2124, 792, 2832, 3443, 1784, 322136]"
u103453,"[323659, 323534, 322137, 324181, 322948, 531421]"
u104449,"[323659, 323842, 322845, 322078, 323740, 473475]"
u105067,"[292911, 294774, 294492, 293869, 292687, 2953]"
u104689,"[324533, 323247, 322176, 57, 324512, 473373]"
u101511,"[6473, 6519, 7661, 5246, 6654, 495336]"
u102752,"[7497, 5024, 6736, 7561, 7315, 513208]"
u108706,"[2640, 2071, 2938, 2233, 586, 322281]"
u108616,"[2960, 2081, 2303, 824, 2913, 323302]"
u101061,"[7263, 7235, 6886, 4988, 7653, 488032]"
u101264,"[7241, 6756, 7398, 5865, 6471, 512746]"
u105777,"[293346, 294565, 293122, 293462, 293710, 3291]"
u106602,"[323409, 322370, 323378, 321961, 323485, 2171]"
u101406,"[6427, 5422, 7597, 5787, 5138, 486945]"
u105023,"[293222, 294474, 294904, 293045, 294999, 3345]"
u101573,"[5985, 6777, 5658, 5184, 7224, 512705]"
u105341,"[295151, 293760, 294558, 292958, 294825, 1080]"
u108069,"[618, 3013, 3026, 1808, 2938, 323335]"
u101355,"[5817, 5043, 6157, 5417, 7283, 488405]"
u103824,"[323560, 324058, 324319, 324200, 323010, 520394]"
u107089,"[322593, 324175, 324180, 324067, 322189, 498]"
u101354,"[5626, 4960, 5287, 5950, 5354, 488435]"
u102389,"[5714, 5199, 7200, 6065, 7722, 511623]"
u106261,"[324277, 323002, 324576, 324303, 324622, 3017]"
u106976,"[323780, 322807, 322368, 324640, 56, 3392]"
u107642,"[324691, 322834, 322019, 322620, 324621, 470725]"
u104886,"[324739, 323990, 323519, 324329, 323235, 472648]"
u106900,"[323379, 323778, 323250, 324611, 322470, 1879]"
u106096,"[324355, 323150, 324459, 84, 322099, 1045]"
u107226,"[322547, 322049, 323696, 323912, 324564, 474686]"
u103782,"[322431, 323763, 322794, 322753, 323516, 474259]"
u106222,"[323446, 323267, 322825, 323145, 324499, 3563]"
u104652,"[323144, 322236, 323543, 323698, 324324, 472589]"
u105721,"[293740, 293047, 292682, 292779, 294718, 3063]"
u105376,"[294370, 292908, 293055, 293427, 295038, 769]"
u104426,"[323508, 322948, 323112, 321886, 94, 473833]"
u104133,"[323968, 323736, 323877, 322660, 324271, 531889]"
u103092,"[324538, 322909, 322382, 322997, 324571, 472875]"
u107836,"[324319, 322398, 323233, 324431, 324056, 474683]"
u102707,"[5452, 5164, 7079, 7853, 5733, 512675]"
u106402,"[323075, 322162, 322489, 321846, 323417, 801]"
u101549,"[7865, 7785, 7230, 7881, 5541, 487897]"
u105621,"[293120, 293223, 294153, 292981, 293155, 1493]"
u104083,"[322374, 322097, 323134, 323857, 322715, 472817]"
u105581,"[294235, 294210, 294200, 294470, 294729, 2550]"
u107377,"[324638, 322198, 322552, 36, 324490, 474833]"
u105012,"[294178, 293289, 294670, 292901, 295369, 2024]"
u104382,"[323277, 324429, 323345, 323676, 323552, 511394]"
u107223,"[322457, 324688, 324487, 322712, 324140, 474364]"
u106246,"[79, 324472, 323037, 323992, 322670, 3130]"
u105827,"[294160, 294079, 294615, 292701, 293117, 3237]"
u108364,"[2128, 1156, 2289, 1461, 3128, 322890]"
u105831,"[294718, 290162, 292872, 293400, 293591, 3093]"
u107136,"[323447, 321952, 324467, 323464, 323216, 470586]"
u108136,"[793, 770, 3094, 3570, 1440, 321844]"
u101100,"[5885, 5804, 5854, 5783, 6179, 495531]"
u104438,"[323883, 323645, 323895, 322364, 322295, 517510]"
u108703,"[800, 974, 840, 2811, 2575, 322199]"
u105633,"[295139, 294706, 293497, 294215, 293545, 655]"
u103733,"[323827, 323598, 322706, 323532, 322414, 520081]"
u104778,"[324517, 323514, 322438, 323235, 323041, 473212]"
u102303,"[6227, 6711, 7440, 6448, 7424, 487720]"
u104521,"[323876, 323073, 323160, 324628, 322979, 473493]"
u101739,"[5703, 7756, 7645, 5338, 7630, 488431]"
u102573,"[5176, 6605, 6831, 4961, 7642, 513005]"
u105488,"[290069, 293693, 293567, 293940, 293307, 1849]"
u107359,"[322306, 323779, 321857, 322978, 323440, 471195]"
u106482,"[324226, 322140, 322410, 323567, 324419, 1284]"
u105004,"[294733, 294285, 293714, 293111, 295225, 1380]"
u105159,"[295203, 13, 294499, 294951, 293079, 3536]"
u103399,"[324634, 324341, 323317, 321900, 322429, 531423]"
u104917,"[321929, 322505, 324371, 322676, 322871, 532907]"
u103778,"[321929, 322956, 323516, 323733, 323491, 473066]"
u108868,"[614, 2217, 3317, 1768, 660, 321888]"
u105441,"[293071, 293632, 294582, 290194, 293958, 1741]"
u107356,"[323375, 324272, 323281, 324058, 323212, 471861]"
u104607,"[323473, 324226, 322686, 324249, 322742, 474205]"
u102946,"[5490, 6830, 7841, 7310, 5615, 488363]"
u101242,"[7083, 5599, 7625, 6763, 6081, 495309]"
u106987,"[323309, 321932, 324423, 322883, 323624, 1746]"
u101065,"[6904, 5098, 7266, 5570, 6008, 511468]"
u102180,"[6628, 7068, 6367, 7835, 5260, 513293]"
u107682,"[323989, 324640, 323413, 324303, 324157, 470983]"
u102629,"[7819, 5639, 5444, 6703, 5599, 487289]"
u104625,"[322459, 322029, 324176, 322722, 323253, 530607]"
u106090,"[323937, 324393, 322676, 323416, 322095, 2910]"
u103503,"[323175, 323845, 322218, 324181, 324744, 473979]"
u102611,"[7282, 5403, 6848, 7417, 5372, 488240]"
u102067,"[7514, 6211, 6350, 6076, 4923, 488244]"
u103413,"[323461, 324600, 323722, 324410, 322957, 472991]"
u105664,"[295368, 294926, 294223, 290230, 292781, 2881]"
u101711,"[6364, 7022, 5602, 6294, 6807, 487913]"
u101505,"[7258, 5703, 4896, 6031, 7594, 487960]"
u101382,"[7742, 6100, 5952, 5929, 5285, 512717]"
u106918,"[324199, 323817, 322804, 322180, 323440, 3141]"
u106819,"[324156, 323071, 323496, 322107, 322150, 2113]"
u107644,"[323287, 322060, 322417, 322250, 322274, 474332]"
u106944,"[322175, 323560, 322836, 324337, 323075, 1942]"
u104635,"[323259, 324738, 322523, 323800, 323103, 474152]"
u105393,"[293272, 294586, 295093, 295172, 295080, 1702]"
u103996,"[322437, 323554, 98, 323973, 324649, 512811]"
u107933,"[323983, 322577, 324014, 323387, 323736, 474854]"
u105578,"[293519, 292620, 292810, 294952, 295185, 2717]"
u108980,"[3268, 2448, 2570, 2621, 1587, 323580]"
u106137,"[322960, 323604, 324560, 323995, 322501, 2780]"
u102315,"[6534, 5352, 5204, 5908, 6179, 488305]"
u107423,"[324724, 323167, 323797, 69, 323943, 407]"
u104078,"[323694, 323597, 322300, 323842, 323559, 473939]"
u108113,"[2651, 928, 2925, 2061, 757, 323306]"
u102050,"[5678, 7439, 7355, 7195, 7707, 487524]"
u108968,"[3481, 645, 2057, 1545, 3020, 324756]"
u104692,"[324402, 323594, 323821, 322404, 324748, 472863]"
u101588,"[5394, 5766, 6344, 6072, 5973, 495534]"
u105762,"[293200, 293071, 294038, 295376, 294783, 1891]"
u107992,"[322743, 322806, 324689, 323687, 324619, 471678]"
u108747,"[1055, 1082, 3517, 2544, 3303, 322390]"
u105019,"[293787, 292792, 293187, 294264, 290075, 2048]"
u102864,"[6888, 5958, 4911, 5772, 5898, 513137]"
u107800,"[322245, 324078, 322278, 45, 324251, 471046]"
u101660,"[4942, 7079, 6729, 7501, 5770, 512850]"
u104765,"[323616, 324633, 324017, 324403, 322953, 473595]"
u108933,"[3463, 1263, 2342, 1283, 1649, 322525]"
u101211,"[7816, 6103, 5621, 6842, 6106, 511635]"
u101765,"[6893, 5877, 5240, 5203, 7127, 487836]"
u101974,"[5360, 7099, 7697, 5653, 7461, 488274]"
u106748,"[322426, 324718, 323168, 322915, 323774, 638]"
u108798,"[2924, 799, 2949, 1428, 3150, 322358]"
u106847,"[324189, 323058, 324680, 322213, 322059, 751]"
u107651,"[324030, 323871, 324537, 321980, 323245, 470690]"
u103123,"[322446, 324283, 323050, 321840, 323324, 516680]"
u101255,"[5701, 6443, 7268, 7800, 5837, 487897]"
u107875,"[323972, 322586, 323968, 324136, 323617, 471757]"
u107792,"[323137, 323397, 323918, 323636, 323306, 474773]"
u106573,"[324700, 324622, 324369, 323354, 323173, 3157]"
u105897,"[295167, 292700, 293416, 293297, 294092, 2916]"
u106485,"[322203, 321978, 323158, 323322, 322109, 3244]"
u102190,"[7564, 6317, 5093, 5230, 6006, 512664]"
u101688,"[7041, 6785, 5076, 5524, 5758, 487299]"
u101366,"[5583, 7823, 5170, 6272, 5104, 512836]"
u102361,"[7027, 5962, 7173, 5684, 6167, 487046]"
u106393,"[322404, 324181, 323977, 321962, 322897, 1489]"
u106880,"[323530, 322783, 321983, 322317, 322109, 2282]"
u105354,"[294866, 292744, 294488, 294272, 294146, 2090]"
u107033,"[323790, 324405, 323547, 86, 322448, 471858]"
u102744,"[6735, 7758, 7150, 7144, 5070, 488097]"
u105698,"[294272, 293226, 293386, 292919, 294284, 2266]"
u105242,"[294204, 294294, 293448, 295054, 292830, 3560]"
u103804,"[322696, 324669, 322275, 324418, 324508, 531307]"
u101456,"[7571, 7605, 7358, 7561, 7441, 487282]"
u103974,"[322245, 324530, 324191, 324178, 323534, 472811]"
u104799,"[323246, 323240, 322652, 322654, 323053, 472665]"
u104650,"[322721, 323634, 324639, 323810, 323835, 472766]"
u105690,"[293841, 290132, 293547, 293196, 295166, 3462]"
u104275,"[322012, 324292, 323589, 324238, 322213, 473968]"
u106302,"[324101, 324003, 324538, 324071, 322967, 3139]"
u103367,"[322256, 322218, 324415, 324365, 323970, 472385]"
u105244,"[292798, 293195, 293667, 293727, 293542, 3492]"
u102936,"[6269, 5852, 5943, 5736, 7283, 495497]"
u106521,"[324686, 323315, 323054, 322126, 323072, 3353]"
u106584,"[323803, 323317, 322689, 324505, 322389, 3250]"
u104577,"[323524, 324679, 321910, 323659, 321908, 532373]"
u106859,"[323872, 322771, 323344, 323188, 323874, 1602]"
u104104,"[323761, 323719, 324272, 324425, 323892, 513923]"
u104356,"[323286, 323091, 322296, 322307, 324488, 531730]"
u102704,"[5859, 5712, 6154, 5369, 6923, 511378]"
u104072,"[322059, 323707, 322243, 322474, 324706, 474171]"
u107755,"[324757, 322809, 324034, 322635, 322069, 472004]"
u105400,"[293988, 293099, 293653, 294430, 292993, 2547]"
u107942,"[322290, 322391, 322491, 323509, 322252, 471382]"
u104661,"[322159, 323038, 324277, 322375, 322984, 472528]"
u104722,"[323752, 57, 323617, 322458, 324574, 533350]"
u101832,"[5031, 5184, 7120, 7096, 6213, 488370]"
u106519,"[322596, 42, 322926, 322777, 324411, 3131]"
u102622,"[5183, 7357, 5196, 6083, 6905, 513398]"
u108671,"[1158, 1118, 1832, 2920, 2307, 323973]"
u103553,"[322051, 322905, 324664, 324130, 321937, 513689]"
u103764,"[323942, 322996, 323762, 321962, 322405, 472609]"
u104843,"[323464, 322469, 322153, 321910, 323963, 473065]"
u108486,"[2990, 3467, 1328, 3321, 1827, 323462]"
u103207,"[322232, 324131, 324139, 321905, 322098, 532650]"
u102503,"[7016, 5892, 7494, 5790, 6136, 486928]"
u106212,"[323120, 322710, 322778, 323056, 323281, 3265]"
u102031,"[5145, 5088, 5763, 5358, 5548, 512932]"
u101703,"[5141, 7444, 5754, 7870, 6529, 487174]"
u104232,"[324354, 324302, 322993, 322570, 322340, 513418]"
u103211,"[323256, 322889, 322717, 324368, 322856, 473376]"
u106440,"[322857, 323628, 324344, 324560, 323967, 2088]"
u104240,"[322557, 322809, 322786, 323171, 33, 532556]"
u102103,"[7743, 6752, 7482, 7353, 5713, 488405]"
u108635,"[768, 2181, 2730, 2755, 829, 323075]"
u103786,"[324664, 323839, 324556, 323586, 324491, 472565]"
u104963,"[324217, 323464, 323145, 322890, 323656, 113]"
u103945,"[323787, 322478, 322798, 323445, 322575, 530222]"
u102397,"[5420, 7479, 5749, 6009, 5335, 487574]"
u101162,"[6475, 6780, 6614, 6327, 7117, 487893]"
u108429,"[2250, 920, 2184, 1003, 1348, 323092]"
u104500,"[324713, 323313, 324375, 323262, 323283, 474010]"
u107084,"[324151, 322482, 321936, 323624, 323399, 470653]"
u107785,"[323887, 324047, 322805, 324008, 321874, 471012]"
u103475,"[324618, 323164, 322700, 324389, 324652, 473927]"
u107969,"[323109, 321997, 323611, 324276, 323941, 472130]"
u108597,"[2407, 822, 1540, 2125, 2743, 322072]"
u106690,"[324297, 324082, 323178, 324562, 324475, 952]"
u107118,"[322237, 322509, 323413, 324008, 324081, 474853]"
u106116,"[323750, 324226, 323398, 322618, 323960, 1282]"
u107962,"[322461, 323902, 321975, 323772, 323416, 474979]"
u105126,"[293273, 294738, 293127, 294857, 293503, 2389]"
u101797,"[7124, 6097, 6118, 4996, 5793, 488233]"
u103630,"[322155, 324331, 322081, 323160, 323964, 473143]"
u106355,"[322477, 323604, 324156, 324173, 323514, 1532]"
u108478,"[1900, 1550, 2831, 2671, 2080, 323850]"
u105291,"[293538, 292803, 294853, 293372, 294312, 1149]"
u103200,"[324327, 324188, 322912, 324016, 323329, 473544]"
u106223,"[322379, 324687, 322701, 324391, 323159, 3548]"
u106644,"[324462, 323712, 323477, 323089, 323516, 1810]"
u108326,"[1057, 2721, 2427, 3198, 1676, 324519]"
u101738,"[6536, 7782, 7517, 5500, 6804, 487018]"
u103931,"[323884, 324035, 321891, 322546, 324261, 513265]"
u105835,"[294782, 295122, 292666, 293570, 293595, 2005]"
u104688,"[323117, 322908, 323223, 321980, 322384, 532255]"
u103000,"[324389, 323562, 324181, 323400, 321976, 472861]"
u104032,"[324615, 322486, 322288, 323247, 323747, 473607]"
u106529,"[323596, 322343, 322014, 322774, 322077, 1716]"
u102473,"[5310, 5394, 7743, 5480, 7181, 487627]"
u105921,"[295131, 293104, 295192, 293599, 292918, 3109]"
u102347,"[7582, 6076, 5297, 5554, 6847, 495445]"
u101232,"[6307, 6253, 7111, 5334, 5672, 486989]"
u103356,"[323895, 323909, 322512, 323243, 322505, 512854]"
u104189,"[96, 322195, 323367, 324733, 322422, 472412]"
u103417,"[323850, 324298, 323333, 322998, 323659, 473539]"
u101618,"[6410, 6597, 6934, 6276, 6857, 495220]"
u102578,"[4917, 6331, 6212, 5273, 5888, 512678]"
u106237,"[323372, 324333, 324696, 323006, 324274, 2030]"
u102540,"[5676, 7776, 5214, 5059, 7810, 513253]"
u108268,"[1785, 1452, 2215, 1633, 1437, 324136]"
u108592,"[1124, 3036, 931, 2181, 957, 323618]"
u101454,"[5115, 4901, 5801, 6229, 7123, 495250]"
u105114,"[294610, 292688, 294095, 294057, 293262, 3445]"
u102887,"[5891, 7671, 6141, 6459, 7584, 495473]"
u102377,"[6858, 7574, 6772, 5414, 6392, 488024]"
u107917,"[323078, 324627, 323497, 322749, 323558, 470508]"
u107746,"[322727, 322207, 322038, 323589, 323083, 474748]"
u103994,"[323591, 322013, 323455, 324576, 321933, 473779]"
u104024,"[322336, 323484, 323446, 322614, 323742, 530061]"
u102589,"[6750, 6070, 7224, 5247, 5855, 487016]"
u101694,"[7173, 6566, 5872, 7553, 5841, 511319]"
u102068,"[5532, 6144, 7400, 6482, 7026, 488238]"
u102177,"[6246, 7277, 7842, 6300, 6993, 512913]"
u104345,"[323427, 322591, 322405, 321960, 322843, 473003]"
u103421,"[324376, 324579, 324619, 44, 83, 473449]"
u101303,"[7199, 5535, 6367, 5807, 5785, 513017]"
u108231,"[3161, 1452, 2055, 1553, 961, 322821]"
u104805,"[322743, 323341, 324412, 65, 324150, 472555]"
u103225,"[323689, 324483, 323432, 322144, 324322, 472765]"
u101105,"[7451, 5227, 5596, 7080, 7502, 495395]"
u103534,"[322521, 323501, 324165, 322710, 324190, 472335]"
u106603,"[324752, 324760, 323137, 322375, 322991, 1158]"
u104773,"[323706, 323007, 321879, 322995, 324186, 473646]"
u108055,"[2424, 3366, 1674, 1917, 1003, 322341]"
u107690,"[324225, 322632, 323065, 321875, 323618, 470705]"
u104266,"[322952, 323857, 322566, 324527, 323417, 473765]"
u101438,"[4916, 6970, 7603, 7114, 6495, 488211]"
u108162,"[1232, 2445, 1169, 3552, 966, 322381]"
u106966,"[323564, 322851, 103, 324355, 324192, 3110]"
u102723,"[5799, 6062, 5767, 5123, 4950, 487134]"
u106028,"[322198, 324147, 322980, 322553, 322795, 2577]"
u105325,"[294709, 293242, 295220, 292977, 293191, 1521]"
u101477,"[5442, 7349, 5682, 6863, 5806, 512642]"
u106049,"[322355, 321856, 322421, 321928, 321947, 2179]"
u107234,"[322542, 322962, 323838, 323141, 92, 474530]"
u102545,"[5133, 5248, 5892, 6331, 5807, 488036]"
u104780,"[322961, 321843, 324340, 322061, 324437, 530528]"
u104455,"[324451, 323969, 323540, 323366, 323404, 533197]"
u102380,"[6062, 6445, 6215, 7550, 6807, 487494]"
u106768,"[324394, 324236, 322101, 323881, 323550, 871]"
u102296,"[6133, 7074, 7578, 7514, 6001, 488341]"
u105718,"[294169, 295077, 293602, 293911, 293253, 1840]"
u106811,"[323032, 324040, 323415, 324446, 323978, 2932]"
u106145,"[324572, 322358, 322583, 323784, 324575, 2427]"
u106850,"[323860, 323748, 322552, 323827, 324563, 695]"
u105373,"[293535, 295310, 292907, 293461, 292895, 1355]"
u102083,"[5863, 6758, 5568, 5571, 6443, 511301]"
u107061,"[322756, 324351, 322970, 322351, 323868, 470933]"
u108166,"[1295, 2896, 2904, 730, 3112, 322766]"
u102555,"[7005, 5113, 6027, 5450, 6762, 495226]"
u102181,"[7325, 6060, 6365, 7800, 6241, 513268]"
u106330,"[321842, 322308, 323223, 75, 322926, 1287]"
u108744,"[1894, 1218, 2873, 2933, 1295, 323619]"
u103158,"[323959, 323088, 323630, 323264, 322941, 473350]"
u103639,"[322079, 323901, 323119, 324175, 323333, 474186]"
u103114,"[324001, 323601, 322562, 322528, 324501, 530164]"
u105003,"[294632, 293019, 293098, 295120, 294902, 3268]"
u106176,"[322307, 324200, 324698, 324481, 323632, 3318]"
u103818,"[324089, 322466, 323528, 322330, 322294, 473481]"
u104632,"[322005, 323826, 323447, 323889, 322557, 532566]"
u106867,"[324123, 322207, 323310, 324437, 324497, 2801]"
u105119,"[293132, 293857, 292640, 294182, 294288, 1672]"
u106982,"[322412, 324510, 323695, 322574, 323766, 2788]"
u102617,"[5122, 5221, 6820, 5757, 7360, 511375]"
u107317,"[323364, 322834, 322505, 322230, 322195, 470665]"
u104794,"[321959, 324241, 323169, 323621, 322561, 473580]"
u107683,"[323249, 322255, 323266, 324711, 324596, 474385]"
u103183,"[322703, 324747, 322034, 322274, 322768, 531499]"
u105480,"[293323, 294501, 294326, 292852, 294451, 2393]"
u101435,"[5314, 6377, 5616, 6579, 7617, 495458]"
u102402,"[5862, 5844, 6652, 7596, 5337, 512864]"
u104033,"[322462, 324654, 324425, 323142, 322603, 473261]"
u104766,"[324129, 324444, 101, 322777, 324003, 474174]"
u102118,"[6222, 5961, 5922, 5056, 5472, 511308]"
u108488,"[2100, 1733, 1988, 2584, 2206, 324760]"
u105809,"[294454, 294744, 293382, 294557, 294741, 1739]"
